OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
83636,51710005701,51,710,005701,,,175,14.07999992,3357152.71484375,8405.87361948807
83637,51710005800,51,710,005800,,,141,10.94999981,2460688.5390625,7944.67476614291
83638,51095080402,51,095,080402,,,18,2.91000009,60597105.7734375,34283.7709590254
83639,51510200104,51,510,200104,,,22,1.40999997,1490409.78515625,5736.02350091458
83640,51031020401,51,031,020401,,,16,1.24000001,16389114.5351563,24801.7258634464
83641,51041100509,51,041,100509,,,,,56066200.5664063,55186.9078667695
83642,51041100821,51,041,100821,,,,,103445346.441406,46547.5284048121
83643,51041101012,51,041,101012,,,,,9840421.56640625,13609.9110509041
83644,51093280106,51,093,280106,,,44,20.09000015,19064465.4804688,18428.365490264
83645,51191010102,51,191,010102,,,,,72221302.0195313,43940.1890288924
83646,51191010302,51,191,010302,,,,,441205267.789063,127804.383679399
83647,51155210700,51,155,210700,,,35,5.46000004,8466366.921875,15268.5117866756
83648,51167030600,51,167,030600,,,13,4.44000006,206875633.589844,84839.6592813471
83649,51167030300,51,167,030300,,,,,373362438.160156,113417.638174477
83650,51167030500,51,167,030500,,,,,107322638.105469,79646.4756670475
83651,51077060201,51,077,060201,,,16,4.4000001,309380212.9375,107368.601446785
83652,51077060101,51,077,060101,,,19,5.42999983,187299246.828125,90242.9592098747
83653,51550020911,51,550,020911,,,50,5.71000004,6161986.96484375,10961.950105497
83654,51810045407,51,810,045407,,,,,14468982.4804688,22299.8108150461
83655,51550020003,51,550,020003,,,48,6.28000021,4353584.5546875,9049.19999421536
83656,51107611013,51,107,611013,,,,,3898305.953125,9636.5243619419
83657,51107610703,51,107,610703,,,,,133388053.386719,61333.9379815345
83658,51053840300,51,053,840300,,,59,9.22000027,27620640.5976563,22815.2755766588
83659,51053840200,51,053,840200,,,,,294440201.214844,87546.3034166101
83660,51053840500,51,053,840500,,,,,108618390.679688,67736.4012370356
83661,51087200413,51,087,200413,,,,,6810921.6015625,11596.1110538344
83662,51067020600,51,067,020600,,,,,361642456.214844,120441.723032702
83663,51067020200,51,067,020200,,,,,202552409.335938,88019.1919430624
83664,51510200408,51,510,200408,,,54,4.96000004,960670.52734375,4604.73781731706
83665,51540000402,51,540,000402,,,134,12.84000015,3185334.19921875,8437.45114405831
83666,51800075702,51,800,075702,,,,,28123595.1992188,30792.1154200992
83667,51177020316,51,177,020316,,,21,7.78000021,41234597.4726563,31860.20541728
83668,51117930201,51,117,930201,,,,,75532012.2265625,42028.7140598409
83669,51117930402,51,117,930402,,,,,173489290.957031,70359.7508687397
83670,51117930401,51,117,930401,,,,,255496857.171875,84693.5881596544
83671,51810046011,51,810,046011,,,,,1590820.06640625,5220.72755033395
83672,51810046204,51,810,046204,,,,,8682991.34375,13922.2470388812
83673,51760020501,51,760,020501,,,150,7.44000006,1617415.73828125,8799.01451564402
83674,51760061002,51,760,061002,,,63,2.3900001,3589460.23046875,9298.29096797542
83675,51760060501,51,760,060501,,,18,5.88000011,2599236.18359375,7401.77157579827
83676,51700032226,51,700,032226,,,30,3.99000001,4784581.4296875,12361.3435218434
83677,51153901421,51,153,901421,,,,,23251393.9375,22706.3685943965
83678,51153900302,51,153,900302,,,21,1.66999996,6161778.3125,12818.8917775841
83679,51153900301,51,153,900301,,,,,3080575.66015625,8941.21239268671
83680,51153901014,51,153,901014,,,11,2.94000006,84546807.0742188,44241.0897238537
83681,51700032400,51,700,032400,,,11,1.49000001,29126085.0273438,33088.9636431595
83682,51800075703,51,800,075703,,,,,78152822.1914063,50636.6696487256
83683,51087200411,51,087,200411,,,16,1.17999995,3962915.93359375,8815.06009684274
83684,51087200412,51,087,200412,,,18,1.78999996,1893822.63671875,6642.27537251463
83685,51093280105,51,093,280105,,,27,5.44999981,50763473.4296875,33769.3355474913
83686,51093280104,51,093,280104,,,,,17565036.6328125,22212.0430829137
83687,51179010107,51,179,010107,,,,,53326162.7578125,48940.9967104582
83688,51087200906,51,087,200906,,,,,9440066.39453125,16498.6138180525
83689,51119951000,51,119,951000,,,,,177955989.710938,118005.687372864
83690,51119950900,51,119,950900,,,,,220060412.929688,92419.3786742933
83691,51001980200,51,001,980200,,,,,74635440.9921875,241600.996723241
83692,51149850400,51,149,850400,,,,,522211141.730469,138362.323797749
83693,51149850200,51,149,850200,,,,,40733944.5078125,36163.2197383698
83694,51149850100,51,149,850100,,,49,22.79000092,18231465.3359375,26242.0030495228
83695,51155210500,51,155,210500,,,,,356748677.910156,114470.098161481
83696,51630000500,51,630,000500,,,138,6.34000015,19137032.4492188,28473.0312850951
83697,51141030301,51,141,030301,,,,,228780875.363281,75989.0040066411
83698,51141030302,51,141,030302,,,,,264241994.085938,79910.1663501289
83699,51095080305,51,095,080305,,,23,2.8499999,12943344.9570313,16818.1601347841
83700,51179010403,51,179,010403,,,,,25660620.6132813,27080.5211299092
83701,51175200401,51,175,200401,,,,,219053641.226563,134229.140694968
83702,51175200402,51,175,200402,,,,,164803867.796875,85696.5832723878
83703,51063920104,51,063,920104,,,,,160073072.746094,69990.4476483497
83704,51063920202,51,063,920202,,,,,331594920.429688,107591.243933261
83705,51810044007,51,810,044007,,,11,1.62,2496553.04296875,7234.61807999962
83706,51179010406,51,179,010406,,,18,5.51999998,11029665.2226563,19110.455006444
83707,51179010103,51,179,010103,,,57,7.86000013,8917899.8984375,15022.5559397068
83708,51179010301,51,179,010301,,,,,107896297.703125,45861.8380816112
83709,51179010404,51,179,010404,,,20,3.8599999,12458032.2539063,19314.5682417279
83710,51800075601,51,800,075601,,,188,52.65999985,56932179.2070313,32394.5179963929
83711,51640070101,51,640,070101,,,78,11.13000011,18501012.5976563,28521.0470737854
83712,51003011000,51,003,011000,,,,,124043797.769531,52884.3983389535
83713,51003011400,51,003,011400,,,,,483938618.964844,113713.907449067
83714,51041100407,51,041,100407,,,,,13801163.3164063,16355.7051415358
83715,51153900407,51,153,900407,,,23,1.72000003,3347650.046875,8738.49603271337
83716,51760010900,51,760,010900,,,50,8.05000019,2811711.38671875,10717.1251915181
83717,51550020700,51,550,020700,,,300,20.27000046,5141879.59765625,11794.6596905204
83718,51107611101,51,107,611101,,,,,7647824.12890625,16778.3808332991
83719,51550021005,51,550,021005,,,,,13013505.75,18100.1823949291
83720,51650010307,51,650,010307,,,,,9528050.40625,14094.7634972668
83776,51041100508,51,041,100508,,,93,16.03000069,13271642.1953125,24105.6969824733
83777,51041100819,51,041,100819,,,122,14.35000038,15367754.6132813,22745.5037288503
83778,51059430202,51,059,430202,,,,,4780497.1484375,12753.8099813364
83779,51107611808,51,107,611808,,,,,5177390.59765625,9159.84756468343
83780,51085320902,51,085,320902,,,,,23155932.1992188,25938.7467383619
83781,51085321003,51,085,321003,,,,,5896020.91015625,13923.6616168142
83782,51059470500,51,059,470500,,,,,6944457.60546875,12030.9297124777
83783,51013103100,51,013,103100,,,70,4.86999989,3154945.21484375,8198.72210529475
83784,51013103000,51,013,103000,,,,,1269784.046875,5134.627439815
83785,51085321100,51,085,321100,,,,,13887181.921875,15284.1917019884
83786,51680000203,51,680,000203,,,,,1151526.16796875,6213.44366157405
83787,51087200124,51,087,200124,,,,,4964644.23828125,10908.8790139733
83788,51077060300,51,077,060300,,,,,466912515.046875,115762.107808873
83858,51800075202,51,800,075202,,,,,10718688.3789063,16768.6530558064
83859,51199050306,51,199,050306,,,25,3.25999999,34214363.1875,29966.3884280166
83860,51199050900,51,199,050900,,,16,5.26000023,93484910.5546875,56017.4070578034
83861,51199051100,51,199,051100,,,,,23553183.1992188,26230.2112734972
83862,51199051000,51,199,051000,,,17,2.18000007,117906791.519531,56173.2865910756
83863,51740210600,51,740,210600,,,,,1890285.19140625,5980.74548476579
83864,51077060102,51,077,060102,,,24,6.59000015,269150689.671875,98194.929601509
83865,51077060202,51,077,060202,,,,,563877729.953125,128418.640370358
83866,51153901413,51,153,901413,,,,,3276905.51171875,8798.40751946258
83867,51067020501,51,067,020501,,,,,148354476.007813,68710.0026310636
83868,51710003300,51,710,003300,,,53,12.71000004,2018608.46875,6682.37946533817
83869,51033030202,51,033,030202,,,,,380125995.660156,141098.771941722
83870,51033030201,51,033,030201,,,,,195900070.0625,113143.304211265
83871,51710005702,51,710,005702,,,24,9.09000015,2786351.00390625,8524.19419988858
83872,51710001300,51,710,001300,,,57,6.23999977,1028056.19921875,4557.30966741292
83873,51540000900,51,540,000900,,,13,3.3900001,5363533.22265625,13784.1017913221
83874,51105950500,51,105,950500,,,138,20.87999916,275098403.457031,121132.436473871
83875,51173030200,51,173,030200,,,13,3.06999993,228544808.574219,69148.5874811942
83876,51105950100,51,105,950100,,,44,15.17000008,332001396.792969,101315.101950157
83877,51105950600,51,105,950600,,,40,9.47999954,353019575.578125,116767.043169096
83878,51105950200,51,105,950200,,,45,13.27000046,253175530.109375,79346.0220953581
83879,51105950400,51,105,950400,,,18,7.09000015,471163812.40625,142675.407865143
83880,51173030400,51,173,030400,,,,,202506960.484375,68596.3245104747
83881,51173030100,51,173,030100,,,26,7.69000006,572451629.5625,153602.901517782
83882,51173030600,51,173,030600,,,40,6.36999989,99540896.2890625,49881.1795418496
83883,51107611601,51,107,611601,,,,,4956917.9765625,10931.7818454179
83884,51107611502,51,107,611502,,,29,5.3499999,10945755.0195313,15650.4463366046
83956,51760070300,51,760,070300,,,38,4.69999981,5639894.22265625,13111.430725888
83957,51760070400,51,760,070400,,,,,12436483.25,16197.7562947411
83958,51760060800,51,760,060800,,,56,6.86000013,12748821.546875,21941.6873136405
83959,51760070802,51,760,070802,,,18,4.19999981,4738361.4921875,10262.7323500959
83960,51067020801,51,067,020801,,,18,2.29999995,15303367.7304688,22169.4978704782
83961,51019030103,51,019,030103,,,,,41707293.7148438,43466.2308777512
83962,51019030104,51,019,030104,,,,,23028052.4375,31286.8128327963
83963,51800075206,51,800,075206,,,,,9987333.2734375,14369.7551623022
83964,51800075205,51,800,075205,,,29,3.02999997,6449809.5,12932.5412890066
83965,51800065301,51,800,065301,,,31,7.63999987,1846501.69921875,5937.72291822924
83966,51810046216,51,810,046216,,,,,5458246.01953125,10247.1160168054
83967,51153901203,51,153,901203,,,,,5519406.01953125,11475.5864771287
83968,51067020102,51,067,020102,,,,,143439311.003906,77494.0070440503
83969,51095080102,51,095,080102,,,27,6.36999989,35657849.203125,28883.1752734268
83970,51095080202,51,095,080202,,,12,2.44000006,12940252.2695313,15879.2824502977
83971,51087200127,51,087,200127,,,,,8501334.80859375,14315.8443338312
83972,51015070601,51,015,070601,,,,,41254101.2734375,34003.6335132034
83973,51015070702,51,015,070702,,,,,67430167.5351563,38408.9172167388
83974,51015071201,51,015,071201,,,,,218308678.84375,91250.718920123
83975,51015070602,51,015,070602,,,83,12.60999966,25014358.9492188,30433.531379939
83976,51015070801,51,015,070801,,,,,93681597.2421875,51314.9861910928
83977,51015070802,51,015,070802,,,,,284520045.855469,101709.399355796
83978,51015070603,51,015,070603,,,,,70277732.140625,44637.1942486521
84041,51760071100,51,760,071100,,,106,5.57000017,7100872.0703125,12288.2855704988
84042,51760070100,51,760,070100,,,,,16345705.8203125,17851.3063839954
84043,51760030100,51,760,030100,,,,,1034524.94921875,4251.16106580284
84044,51760030200,51,760,030200,,,102,8.76000023,2089804.2890625,6471.83563361149
84045,51770000400,51,770,000400,,,23,2.5999999,5712277.08203125,11670.6768721725
84046,51770000500,51,770,000500,,,81,7.13999987,5609554.6875,10538.3780302746
84047,51810046217,51,810,046217,,,,,9097033.4296875,13769.5064279308
84048,51630000201,51,630,000201,,,38,2.24000001,4764267.0859375,9413.68936895956
84049,51630000202,51,630,000202,,,14,2.98000002,2652392.15625,8806.24344672602
84050,51550021012,51,550,021012,,,,,8491158.73828125,13332.6853235601
84051,51179010405,51,179,010405,,,,,9725404.62890625,13509.6832951363
84052,51013101502,51,013,101502,,,16,1.57000005,1051249.94140625,5703.17373544179
84053,51550021103,51,550,021103,,,,,74710252.3398438,37009.5551499328
84054,51137110301,51,137,110301,,,12,2.55999994,105781046.253906,66902.1105849179
84055,51137110106,51,137,110106,,,,,276715312.511719,93578.4448376512
84056,51137110302,51,137,110302,,,,,255492658.503906,74239.0000599714
84057,51137110105,51,137,110105,,,,,420583680.84375,105391.29938471
84058,51137110108,51,137,110108,,,,,68042194.3789063,57218.8933623254
84059,51013101405,51,013,101405,,,,,128482.98828125,2101.36982127732
84060,51510200201,51,510,200201,,,51,5.09000015,3594637.64453125,8182.65254825526
84061,51087200409,51,087,200409,,,,,3486531.23828125,9161.49875523481
84062,51165010302,51,165,010302,,,,,125765350.832031,53984.1526107806
84063,51165010301,51,165,010301,,,,,51549779.6015625,48897.336655121
84064,51061930402,51,061,930402,,,,,54884027.8085938,36742.6343611467
84065,51550021603,51,550,021603,,,,,3545535.16015625,10632.8645823785
84066,51179010205,51,179,010205,,,,,14786408.921875,17578.319855833
84142,51760070700,51,760,070700,,,54,4.42000008,7248706.55859375,11452.2048781666
84143,51153901228,51,153,901228,,,17,6.61000013,5136912.12109375,11084.9564115639
84144,51153901225,51,153,901225,,,11,3.9000001,5275625.7265625,9829.38794919268
84145,51179010105,51,179,010105,,,24,5.48000002,25155263.5585938,24180.8017044419
84146,51107611027,51,107,611027,,,,,4187515.09765625,11091.5958051942
84147,51550021401,51,550,021401,,,,,6427586.83984375,12967.8037331857
84148,51550021402,51,550,021402,,,,,13380702.6054688,17872.4595439259
84149,51059440503,51,059,440503,,,,,3475809.328125,9564.74391723934
84150,51059482204,51,059,482204,,,,,414141.234375,3714.63038320474
84151,51059431601,51,059,431601,,,,,609054.65234375,3908.15015991254
84152,51155210401,51,155,210401,,,38,9.22000027,78022383.6445313,47464.053027953
84218,51059430201,51,059,430201,,,,,3300540.1484375,9151.61055369125
84219,51059432202,51,059,432202,,,,,4102209.47265625,10466.1373656597
84220,51800075401,51,800,075401,,,43,11.22999954,17528234.890625,25262.3911488618
84221,51800075302,51,800,075302,,,,,99815112.125,56860.4033664875
84222,51153901209,51,153,901209,,,19,4.42000008,7115243.69921875,13703.0346244771
84223,51153900901,51,153,900901,,,54,4.44999981,5412497.2265625,14054.9434676375
84224,51153901219,51,153,901219,,,,,40907060.5234375,39764.3235964953
84225,51059461902,51,059,461902,,,40,7.01000023,776616.125,6689.04880863618
84226,51107611018,51,107,611018,,,20,1.32000005,10440586.9648438,18181.6141457487
84227,51087200122,51,087,200122,,,,,5564803.07421875,10082.539007115
84228,51710006603,51,710,006603,,,,,2735144.9765625,6996.64922841849
84295,51510200106,51,510,200106,,,27,2.11999989,1366058.03125,6068.83946199031
84296,51510200406,51,510,200406,,,112,6.01999998,978175.30859375,4817.87152650614
84297,51700032006,51,700,032006,,,80,4.76000023,2619475.4140625,7403.14357300722
84298,51700031701,51,700,031701,,,52,6.15999985,3712477.2578125,9064.32872918791
84299,51153901212,51,153,901212,,,90,13.19999981,5087383.5703125,11726.2676586775
84300,51067020502,51,067,020502,,,,,394148273.660156,127093.818370502
84301,51800075701,51,800,075701,,,46,15.22999954,19500965.8515625,25502.151394263
84302,51153901221,51,153,901221,,,22,2.44000006,4060783.8359375,10384.0421498815
84303,51710002200,51,710,002200,,,,,3712228.21875,9651.69821166432
84304,51710990000,51,710,990000,,,,,364459.38671875,25041.5504678057
84305,51710004400,51,710,004400,,,16,5.30000019,1108756.75390625,4811.54387782548
84306,51710004500,51,710,004500,,,29,14.14999962,1210093.80078125,5510.03170389507
84307,51710004600,51,710,004600,,,338,67.05999756,2300084.96484375,6559.02624684161
84308,51540000202,51,540,000202,,,23,1.20000005,1528703.69140625,5206.64933218202
84309,51710006604,51,710,006604,,,15,2.77999997,1647129.77734375,5235.77480432938
84310,51710006605,51,710,006605,,,40,6.61000013,3588533.28125,9994.27070751503
84311,51710006606,51,710,006606,,,23,2.45000005,3482967.21484375,8765.10548001745
84312,51710006800,51,710,006800,,,,,4648292.14453125,11552.8485103849
84313,51710006607,51,710,006607,,,18,6.63999987,3721270.45703125,9747.05317644752
84314,51700031800,51,700,031800,,,,,8276102.70703125,14964.1456477875
84315,51700032002,51,700,032002,,,,,8344198.37890625,13392.7263385065
84386,51800075802,51,800,075802,,,,,242085006.394531,70714.9970495884
84387,51800075404,51,800,075404,,,,,28141151.46875,24078.1044823537
84388,51107610506,51,107,610506,,,48,6.13000011,12697141.21875,16146.8031008529
84389,51107610201,51,107,610201,,,,,177438596.730469,93444.1586070006
84390,51107610202,51,107,610202,,,,,67111036.53125,44650.8204265377
84391,51540000401,51,540,000401,,,67,8.11999989,2600164.90625,9852.21381511434
84392,51153900410,51,153,900410,,,127,10.44999981,7148521.59765625,13198.735009962
84393,51153900100,51,153,900100,,,,,11310942.28125,28319.8348957949
84394,51087200905,51,087,200905,,,,,8992143.6796875,15026.3660101054
84395,51187020602,51,187,020602,,,28,7.6500001,77332076.4296875,48003.3613135571
84396,51800075402,51,800,075402,,,,,12240937.3671875,19517.7227191397
84397,51013100900,51,013,100900,,,20,3.6400001,2707868.69140625,8077.80198020515
84398,51810045808,51,810,045808,,,11,1.74000001,1415381.55859375,4925.52704451868
84399,51810045809,51,810,045809,,,42,3.81999993,3083750.24609375,7365.6633990893
84400,51580060100,51,580,060100,,,18,3.3499999,10546171.9765625,17394.6714129001
84401,51540000201,51,540,000201,,,26,3.27999997,1978705.6640625,6292.40282603767
84459,51810045412,51,810,045412,,,,,30651663.703125,53218.4321547008
84460,51179010306,51,179,010306,,,17,4.59000015,6646638.39453125,11153.987459794
84461,51179010218,51,179,010218,,,,,47492470.6289063,33768.3661037901
84462,51179010308,51,179,010308,,,,,64937713.6601563,43257.0170588628
84463,51179010307,51,179,010307,,,18,2.48000002,50627147.6640625,36438.1059053908
84464,51179010217,51,179,010217,,,27,10.55000019,45592520.5976563,37665.9922087142
84465,51179010216,51,179,010216,,,22,2.55999994,8542748.5625,18750.1341755921
84466,51171040201,51,171,040201,,,,,325986772.476563,92567.8045557891
84467,51171040202,51,171,040202,,,,,464700384.320313,152080.967766753
84468,51650010304,51,650,010304,,,170,11.44999981,22243822.6679688,22480.1517064032
84469,51830370100,51,830,370100,,,29,3.1500001,19609352.4023438,23175.7837770711
84470,51800075407,51,800,075407,,,,,18388980.5351563,21651.0347727348
84471,51800075105,51,800,075105,,,,,11110944.546875,14575.4284876629
84472,51800075106,51,800,075106,,,,,7291369.94921875,11763.3230199629
84473,51678930501,51,678,930501,,,13,1.34000003,8441758.23828125,18894.0601802874
84538,51810044202,51,810,044202,,,23,1.87,2640926.14453125,7310.08725479357
84539,51087200418,51,087,200418,,,,,2159906.0234375,6608.39479027643
84540,51085320901,51,085,320901,,,,,25657077.3632813,25504.3431649946
84541,51690000300,51,690,000300,,,58,7.61000013,5973879.4921875,13075.4884918697
84542,51690000400,51,690,000400,,,39,7.53999996,6722175.1328125,11559.0172276547
84543,51720960100,51,720,960100,,,87,10.31000042,30505448.6679688,38745.0844725303
84544,51700032227,51,700,032227,,,117,10.19999981,3627810.0078125,8904.31320564543
84545,51700032133,51,700,032133,,,,,1395747.03125,5471.52026404416
84546,51700032228,51,700,032228,,,64,11.61999989,2184994.3671875,6360.02868423523
84547,51700031604,51,700,031604,,,115,15.56000042,2099776.375,6380.29497467084
84548,51059461802,51,059,461802,,,,,2666166.49609375,8082.03922774432
84549,51678980000,51,678,980000,,,,,2047181.5859375,8271.22125460652
84550,51810046206,51,810,046206,,,,,4675227.60546875,9616.95853861003
84551,51810046207,51,810,046207,,,47,5.01000023,10476608.7617188,14029.6360477487
84552,51550020905,51,550,020905,,,11,2.29999995,3375577.87109375,8090.29307312811
84553,51550020808,51,550,020808,,,29,7.59000015,2894853.0703125,7990.483632328
84554,51087200152,51,087,200152,,,,,3191722.07421875,7696.91815575118
84620,51510201206,51,510,201206,,,62,3.8599999,862388.35546875,5910.97136092514
84621,51510200110,51,510,200110,,,,,441578.91015625,3997.25093783527
84622,51085321004,51,085,321004,,,,,30409227.5664063,27374.1777996564
84623,51113930101,51,113,930101,,,,,219846031.050781,100888.937570399
84624,51031020300,51,031,020300,,,,,8336840.28515625,13197.9769061825
84625,51031020900,51,031,020900,,,20,4.82000017,403593532.453125,111537.337012026
84626,51031020500,51,031,020500,,,13,2.26999998,251253425.34375,83228.6175011246
84627,51031020800,51,031,020800,,,,,416822954.492188,113776.197121617
84628,51031020600,51,031,020600,,,,,274615027.824219,109531.85877662
84629,51031020700,51,031,020700,,,35,5.78999996,21237949.3789063,21835.192287781
84630,51031020200,51,031,020200,,,21,3.0999999,90662850.1132813,44112.9470441219
84631,51087200125,51,087,200125,,,49,3.25,1573639.9609375,5747.49097939485
84632,51087200126,51,087,200126,,,,,2636400.24609375,7871.63290336954
84633,51107610603,51,107,610603,,,,,2810487.43359375,7290.04745302411
84634,51087201104,51,087,201104,,,111,21.18000031,8177558.16796875,12858.7529384828
84635,51135000101,51,135,000101,,,,,61819137.0351563,47352.8871225457
84636,51135000102,51,135,000102,,,,,259060819.480469,91083.2158617114
84637,51810045606,51,810,045606,,,81,5.15999985,1743824.6484375,6733.25009661531
84638,51179010215,51,179,010215,,,35,8.56000042,4635240.3671875,10686.7803540197
84703,51059980100,51,059,980100,,,,,5191150.67578125,10199.1864857607
84704,51113930202,51,113,930202,,,,,708171160.652344,135719.681140323
84705,51113930201,51,113,930201,,,15,4.82000017,136412460.542969,87480.5707526331
84706,51113930102,51,113,930102,,,,,295541887.464844,94081.7728171427
84707,51760010402,51,760,010402,,,54,6.4000001,3571103.05859375,8061.72168285902
84708,51760010401,51,760,010401,,,72,10.14000034,2208227.54296875,7409.09764133441
84709,51760070602,51,760,070602,,,19,4.61999989,3372888.32421875,10571.0941321269
84710,51107610800,51,107,610800,,,,,409533122.472656,111820.390680498
84711,51540000302,51,540,000302,,,67,8.02999973,3294198.26171875,8952.95392623844
84712,51087200201,51,087,200201,,,,,4008840.26953125,8145.39994944374
84713,51087200202,51,087,200202,,,,,5567681.6484375,11678.0346165287
84714,51087200301,51,087,200301,,,15,9.19999981,2081310.7265625,5817.33940174531
84715,51740212900,51,740,212900,,,,,8605795.03125,13256.1129258661
84716,51710980300,51,710,980300,,,,,9527956.42578125,15411.8653257525
84717,51179010219,51,179,010219,,,,,3142371.76953125,7238.28560957345
84718,51153900403,51,153,900403,,,49,7.92999983,12535720.3828125,18010.1178360191
84719,51153901505,51,153,901505,,,,,11551397.9335938,17100.335815091
84805,51700030400,51,700,030400,,,139,15.46000004,2464757.375,7910.73520038864
84806,51700030600,51,700,030600,,,61,8.40999985,1491156.9140625,5078.67689085757
84807,51700030800,51,700,030800,,,77,12.5,2648393.2421875,8784.78674351005
84808,51043010102,51,043,010102,,,,,287982162.292969,104247.029520375
84809,51770002800,51,770,002800,,,50,5.01999998,16674223.125,28544.3464101837
84810,51013101300,51,013,101300,,,,,4120275.4375,9562.63642044266
84811,51013101603,51,013,101603,,,43,2.3599999,763706.49609375,4606.86354947998
84812,51013101401,51,013,101401,,,24,2.93000007,552187.58203125,3538.02585424544
84813,51153901412,51,153,901412,,,,,6361990.1953125,12335.1021147288
84814,51153901507,51,153,901507,,,,,5303451.41796875,12800.1653409783
84815,51710003501,51,710,003501,,,167,18.37000084,1798474.19921875,5607.76977779794
84816,51710006501,51,710,006501,,,26,2.74000001,1572779.0546875,5436.3470986999
84817,51103030302,51,103,030302,,,,,29382881.0039063,62793.1611819775
84818,51041100937,51,041,100937,,,,,7000198.59765625,12820.1091003487
84819,51041100704,51,041,100704,,,,,119442347.824219,63733.1714285605
84820,51041101014,51,041,101014,,,,,19235713.171875,20011.4390164467
84921,51107611811,51,107,611811,,,,,5274454.59375,13050.8161053473
84922,51107611812,51,107,611812,,,12,2.47000003,14272498.6210938,17948.2719163284
84923,51683910301,51,683,910301,,,39,4.51999998,4881894,9472.58756060477
84924,51197050102,51,197,050102,,,,,295934603.257813,81301.4345580398
84925,51680000500,51,680,000500,,,,,986192.65625,5028.59035577759
84926,51800075207,51,800,075207,,,,,8342479.75390625,19144.6097659975
84927,51800075104,51,800,075104,,,,,14434944.8085938,19097.7349214258
84928,51800075208,51,800,075208,,,,,14080903.171875,29033.4321485192
84929,51800075103,51,800,075103,,,73,6.42999983,3751641.78515625,8577.49780651746
84930,51177020314,51,177,020314,,,55,64.70999908,7966279.921875,12151.1899031271
84931,51013102804,51,013,102804,,,52,3.26999998,993459.171875,4484.659518217
84932,51177020313,51,177,020313,,,24,6.78000021,4799033.390625,13268.2214578993
84933,51177020207,51,177,020207,,,,,8336085.73828125,11706.8754037829
84934,51013102904,51,013,102904,,,48,3.08999991,650245.77734375,3854.83398903058
84935,51013102903,51,013,102903,,,,,594803.87109375,3070.19971866204
85018,51810045426,51,810,045426,,,,,8044051.1640625,16548.5104588727
85019,51700031400,51,700,031400,,,62,6.21000004,7018821.4921875,14373.2140581671
85020,51700031500,51,700,031500,,,23,1.88999999,11397457.4023438,17350.748903372
85021,51810046014,51,810,046014,,,,,3513711.96875,9382.54395549015
85022,51810046221,51,810,046221,,,55,6.44000006,1788140.43359375,7200.03987059894
85023,51800075504,51,800,075504,,,,,27262715.3242188,28271.4566704845
85024,51083930800,51,083,930800,,,14,1.66999996,17885306.5898438,18813.3492695812
85025,51810046211,51,810,046211,,,,,3315504.953125,7480.97143465248
85026,51810046212,51,810,046212,,,,,4129488.47265625,10283.2566396865
85027,51810046213,51,810,046213,,,81,6.65999985,2552960.609375,7444.28221656687
85028,51013101406,51,013,101406,,,,,393253.23046875,3290.55045300923
85029,51013103504,51,013,103504,,,,,212902.6875,2063.01212732936
85030,51013101409,51,013,101409,,,,,175388.01171875,1774.71233271785
85031,51013101408,51,013,101408,,,,,175021.19921875,1917.03207012148
85032,51165011802,51,165,011802,,,,,20353377.40625,17969.9280941992
85033,51165011801,51,165,011801,,,,,154448070.070313,74890.4964192315
85034,51003010301,51,003,010301,,,,,12182651.1015625,22495.9209673217
85123,51810046222,51,810,046222,,,12,4.11999989,4552051.69921875,10522.108099739
85124,51810046225,51,810,046225,,,,,4305367.21875,8826.17726532513
85125,51510201802,51,510,201802,,,,,644704.3359375,3472.67657256677
85126,51510201202,51,510,201202,,,,,851774.67578125,3766.9402981629
85127,51135000300,51,135,000300,,,,,397570261.695313,112327.286136343
85128,51135000200,51,135,000200,,,,,429797144.320313,133869.24446774
85129,51059471304,51,059,471304,,,,,2420560.78515625,9867.25199622243
85130,51059471303,51,059,471303,,,13,1.30999994,2269732.328125,8577.64147859727
85131,51179010210,51,179,010210,,,15,1.65999997,20168027.84375,19888.3271512771
85132,51179010106,51,179,010106,,,,,100705487.359375,66623.9566207829
85133,51179010504,51,179,010504,,,,,60789541.3867188,44329.0143307851
85134,51179010201,51,179,010201,,,,,219101712.523438,96167.8444000871
85135,51179010202,51,179,010202,,,,,52826149.7148438,33286.1990092379
85136,51003010303,51,003,010303,,,,,19827766.75,23496.3490252805
85137,51147930301,51,147,930301,,,,,437675744.980469,94532.5392326992
85138,51107611810,51,107,611810,,,,,28113218.4101563,27090.2629837579
85139,51059482206,51,059,482206,,,120,39.34000015,728033.4140625,4147.2417257557
85140,51059482205,51,059,482205,,,,,2628578.65625,8023.38367085791
85141,51107611028,51,107,611028,,,,,42583448.9453125,28339.3022285596
85142,51107611813,51,107,611813,,,,,63573967.5,47258.6180322149
