geography,quarter,name,units,med_price,med_dom,med_asratio
Locality,2018 Q2,Middlesex County,71,210000,74,0.97493
Locality,2018 Q2,Falls Church City,71,799000,7,1
Locality,2018 Q2,Rockbridge County,69,227000,130,0.953975
Locality,2018 Q2,Prince Edward County,68,166250,35.5,0.99175
Locality,2018 Q2,Halifax County,67,105000,98,0.950475
Locality,2018 Q2,Northumberland County,66,320000,178,0.9495985
Locality,2018 Q2,Amherst County,65,157000,44,0.967312
Locality,2018 Q2,Page County,64,135000,67,0.965246
Locality,2018 Q2,Poquoson City,61,320000,27,0.987013
Locality,2018 Q2,Clarke County,61,370000,32,0.979971
Locality,2018 Q2,Manassas Park City,60,281500,8.5,1
Locality,2018 Q2,Essex County,58,162500,74.5,0.9679475
Locality,2018 Q2,Appomattox County,57,169900,51,0.989995
Locality,2018 Q2,Mecklenburg County,55,153000,150,0.937778
Locality,2018 Q2,Northampton County,54,227250,111,0.9582085
Locality,2018 Q2,Pittsylvania County,53,75000,78,0.956445
Locality,2018 Q2,Mathews County,51,190000,62,0.981147
Locality,2018 Q2,Smyth County,51,116000,160,0.95
Locality,2018 Q2,Radford City,50,141400,14.5,0.9799835
Locality,2018 Q2,Amelia County,50,185000,24,0.9838115
Locality,2018 Q2,Tazewell County,48,91250,124,0.9227155
Locality,2018 Q2,Madison County,46,226750,40.5,0.981913
Locality,2018 Q2,Lexington City,45,200000,86,0.962343
Locality,2018 Q2,Southampton County,45,170000,50,0.985373
Locality,2018 Q2,Buckingham County,43,162000,70,1
Locality,2018 Q2,Patrick County,39,79500,168,0.927273
Locality,2018 Q2,Floyd County,35,140000,56,0.968889
Locality,2018 Q2,Alleghany County,35,93621,51,0.936319
Locality,2018 Q2,Giles County,34,116250,37,0.9745965
Locality,2018 Q2,Cumberland County,34,156500,17.5,1
Locality,2018 Q2,Martinsville City,33,84000,134,0.9375
Locality,2018 Q2,Bristol City,29,115000,58,0.966387
Locality,2018 Q2,Galax City,28,91500,112.5,0.93861000000000006
Locality,2018 Q2,Russell County,27,123000,135,0.950238
Locality,2018 Q2,Nottoway County,26,128000,47.5,0.998176
Locality,2018 Q2,Lunenburg County,26,73500,60.5,0.918197
Locality,2018 Q2,Buena Vista City,25,70000,144,0.957971
Locality,2018 Q2,Franklin City,24,135825,58,0.9885995
Locality,2018 Q2,Sussex County,22,116500,49,0.983822
Locality,2018 Q2,Grayson County,22,117250,210,0.9411815
Locality,2018 Q2,Charlotte County,22,122500,123.5,0.9454755
Locality,2018 Q2,Richmond County,22,131750,73.5,0.954672
Locality,2018 Q2,Rappahannock County,22,400000,60.5,0.939031
Locality,2018 Q2,Craig County,21,163000,28,0.987395
Locality,2018 Q2,Bedford City,20,150050,50.5,0.9866305
Locality,2018 Q2,King and Queen County,17,200000,70,0.960384
Locality,2018 Q2,Surry County,14,156500,39.5,0.9695645
Locality,2018 Q2,Covington City,13,121220,69,0.964444
Locality,2018 Q2,Bland County,9,83000,133,0.938462
Locality,2018 Q2,Bath County,9,160000,198,0.94173
Locality,2018 Q2,Charles City County,8,159760,17,1
Locality,2018 Q2,Highland County,7,290000,401,0.944444
Locality,2018 Q2,Buchanan County,6,43200,117.5,1
Locality,2018 Q2,Brunswick County,5,107000,79,0.91195
Locality,2018 Q2,Greensville County,5,122000,83,0.974293
Locality,2018 Q2,Scott County,3,40000,156,0.869565
Locality,2018 Q2,Wise County,3,88000,216,0.93622
Locality,2018 Q2,Norton City,1,90000,263,0.947368
Locality,2018 Q2,Emporia City,1,16000,98,0.535117
State,2018 Q2,Virginia,37408,299000,16,1
Locality,2018 Q3,Fairfax County,4153,510000,13,1
Locality,2018 Q3,Virginia Beach City,2220,259900,31,0.997187
Locality,2018 Q3,Prince William County,2077,362950,15,1
Locality,2018 Q3,Loudoun County,1881,485000,12,1
Locality,2018 Q3,Chesterfield County,1851,264950,12,1
Locality,2018 Q3,Henrico County,1349,255000,9,1
Locality,2018 Q3,Chesapeake City,1256,290000,26,1
Locality,2018 Q3,Norfolk City,863,205000,35,0.997151
Locality,2018 Q3,Arlington County,827,564900,15,0.99982
Locality,2018 Q3,Stafford County,798,344900,19,1
Locality,2018 Q3,Richmond City,775,246500,8,1
Locality,2018 Q3,Alexandria City,719,520000,18,1
Locality,2018 Q3,Spotsylvania County,616,275875,20,1
Locality,2018 Q3,Newport News City,603,185000,38,0.995652
Locality,2018 Q3,Hampton City,540,169950,41,1
Locality,2018 Q3,Albemarle County,535,377012,12,0.992725
Locality,2018 Q3,Hanover County,532,289450,16,1
Locality,2018 Q3,James City County,487,300000,32,0.9902
Locality,2018 Q3,Roanoke County,484,200500,26,0.989255
Locality,2018 Q3,Suffolk City,480,260200,36,1
Locality,2018 Q3,Portsmouth City,444,157000,38.5,1
Locality,2018 Q3,Frederick County,417,269000,17,1
Locality,2018 Q3,Bedford County,363,235000,38,0.984975
Locality,2018 Q3,Roanoke City,356,136750,21,0.986577
Locality,2018 Q3,York County,327,300000,28,0.993939
Locality,2018 Q3,Montgomery County,294,220500,18.5,0.9888545
Locality,2018 Q3,Fauquier County,289,389000,25,1
Locality,2018 Q3,Lynchburg City,287,160435,17,0.988798
Locality,2018 Q3,Augusta County,258,219950,19.5,0.994986
Locality,2018 Q3,Rockingham County,229,225000,28,0.982096
Locality,2018 Q3,Louisa County,218,239750,26.5,1
Locality,2018 Q3,Franklin County,197,225000,47,0.96585
Locality,2018 Q3,Gloucester County,182,249900,51,0.9942
Locality,2018 Q3,Shenandoah County,181,196000,33,0.978723
Locality,2018 Q3,Campbell County,178,175550,21,0.9941045
Locality,2018 Q3,Orange County,178,247500,30,0.986862
Locality,2018 Q3,Culpeper County,175,290000,26,1
Locality,2018 Q3,Manassas City,174,300000,15,1
Locality,2018 Q3,Warren County,173,239900,25,1
Locality,2018 Q3,Caroline County,166,202000,26.5,1
Locality,2018 Q3,New Kent County,163,274900,18,1
Locality,2018 Q3,Charlottesville City,149,339900,13,0.993311
Locality,2018 Q3,Isle of Wight County,142,290000,45.5,0.9929085
Locality,2018 Q3,Accomack County,140,177950,103.5,0.952779
Locality,2018 Q3,Washington County,139,160000,72,0.957983
Locality,2018 Q3,Botetourt County,137,227000,28,0.986543
Locality,2018 Q3,Fluvanna County,128,210000,38,0.9837845
Locality,2018 Q3,Danville City,126,99600,94.5,0.95735
Locality,2018 Q3,Powhatan County,126,293950,16,1
Locality,2018 Q3,Staunton City,121,160000,17,1
Locality,2018 Q3,Westmoreland County,120,197250,78.5,0.975488
Locality,2018 Q3,Harrisonburg City,118,184862.5,11.5,0.986143
Locality,2018 Q3,Goochland County,116,408250,22,0.9992925
Locality,2018 Q3,Prince George County,112,225522,22,0.9999
Locality,2018 Q3,Henry County,102,73800,99.5,0.9491835
Locality,2018 Q3,Petersburg City,100,74500,33,0.961309
Locality,2018 Q3,Fairfax City,99,535000,9,1
Locality,2018 Q3,Greene County,98,246000,21.5,0.998829
Locality,2018 Q3,Halifax County,95,109000,109,0.94964
Locality,2018 Q3,Salem City,94,164475,25.5,0.9833175
Locality,2018 Q3,Wythe County,93,118000,89,0.967742
Locality,2018 Q3,Carroll County,93,130000,93,0.940351
Locality,2018 Q3,Pulaski County,91,125000,22,0.990991
Locality,2018 Q3,Fredericksburg City,91,335000,15,0.997749
Locality,2018 Q3,King William County,91,207500,21,1
Locality,2018 Q3,Hopewell City,89,124995,17,1
Locality,2018 Q3,Page County,88,175000,55.5,0.972283
Locality,2018 Q3,Northumberland County,88,275000,143,0.955352
Locality,2018 Q3,Amherst County,86,159950,27,0.985706
Locality,2018 Q3,Rockbridge County,86,216250,70.5,0.972973
Locality,2018 Q3,Pittsylvania County,84,114250,87,0.9717175
Locality,2018 Q3,King George County,82,288500,17.5,0.99492100000000006
Locality,2018 Q3,Nelson County,82,214500,59.5,0.9568255
Locality,2018 Q3,Winchester City,81,252900,32,0.98103
Locality,2018 Q3,Waynesboro City,80,175750,22.5,0.9808235
Locality,2018 Q3,Colonial Heights City,78,172500,17.5,1
Locality,2018 Q3,Clarke County,70,357500,33.5,0.988112
Locality,2018 Q3,Dinwiddie County,70,167975,16.5,1
Locality,2018 Q3,Lancaster County,63,285000,133,0.939597
Locality,2018 Q3,Manassas Park City,62,288637.5,22,0.9988065
Locality,2018 Q3,Middlesex County,60,217500,94,0.948306
Locality,2018 Q3,Northampton County,58,243100,125,0.957447
Locality,2018 Q3,Williamsburg City,58,232500,45.5,0.983026
Locality,2018 Q3,Prince Edward County,55,160000,36,0.970874
Locality,2018 Q3,Falls Church City,55,779246,14,0.99373
Locality,2018 Q3,Mecklenburg County,54,179000,106,0.929368
Locality,2018 Q3,Poquoson City,53,353400,44,0.993007
Locality,2018 Q3,Mathews County,52,192500,71.5,0.9695935
Locality,2018 Q3,Madison County,47,225000,42,0.977444
Locality,2018 Q3,Giles County,46,122500,32.5,0.9696775
Locality,2018 Q3,Essex County,44,176450,69,0.9810295
Locality,2018 Q3,Patrick County,42,111950,136,0.92799
Locality,2018 Q3,Radford City,41,149900,13,0.979575
Locality,2018 Q3,Lexington City,39,209300,71,0.951364
Locality,2018 Q3,Amelia County,39,225000,37,1
Locality,2018 Q3,Martinsville City,39,105000,79,0.953488
Locality,2018 Q3,Alleghany County,38,81150,57.5,0.959683
Locality,2018 Q3,Floyd County,38,217500,46.5,0.9644745
Locality,2018 Q3,Cumberland County,37,144500,25,0.983333
Locality,2018 Q3,Appomattox County,36,160500,28.5,0.9921425
Locality,2018 Q3,Buckingham County,36,134000,62,0.9445045
Locality,2018 Q3,Tazewell County,36,92750,144,0.955678
Locality,2018 Q3,Southampton County,35,156000,37,0.99136
Locality,2018 Q3,Smyth County,34,110000,60,0.9639245
Locality,2018 Q3,Galax City,33,149950,67,0.939933
Locality,2018 Q3,Franklin City,32,118000,60,0.9613535
Locality,2018 Q3,Rappahannock County,30,307500,59.5,0.970445
Locality,2018 Q3,Russell County,28,131200,122.5,0.9380675
Locality,2018 Q3,King and Queen County,26,188000,39.5,0.983164
Locality,2018 Q3,Grayson County,24,117500,129,0.9325145
Locality,2018 Q3,Nottoway County,23,105000,30,0.991613
Locality,2018 Q3,Charlotte County,23,117000,62,0.954286
Locality,2018 Q3,Sussex County,22,91200,34,0.9497745
Locality,2018 Q3,Bristol City,22,109750,86.5,0.9680435
Locality,2018 Q3,Buena Vista City,20,64500,73.5,0.972331
Locality,2018 Q3,Surry County,18,190000,82.5,0.950416
Locality,2018 Q3,Richmond County,17,148000,87,0.949313
Locality,2018 Q3,Craig County,17,128500,54,0.97
Locality,2018 Q3,Bedford City,17,162000,28,1
Locality,2018 Q3,Lunenburg County,15,75000,88,0.94958
Locality,2018 Q3,Bath County,12,270000,72,0.924058
Locality,2018 Q3,Covington City,9,152500,104,0.967742
Locality,2018 Q3,Charles City County,8,178058.5,19,0.974636
Locality,2018 Q3,Brunswick County,8,52500,80,0.9078165
Locality,2018 Q3,Buchanan County,8,57550,212.5,0.8515935
Locality,2018 Q3,Bland County,6,220000,59.5,0.9281395
Locality,2018 Q3,Highland County,3,330000,132,0.944928
Locality,2018 Q3,Dickenson County,2,14350,64,0.9403225
Locality,2018 Q3,Greensville County,2,18550,13.5,0.48614
Locality,2018 Q3,Wise County,2,67000,123,0.9746835
Locality,2018 Q3,Scott County,1,193000,58,0.965072
Locality,2018 Q3,Norton City,1,45000,65,0.9
State,2018 Q3,Virginia,33706,286500,22,0.9980995
Locality,2018 Q4,Fairfax County,3510,490000,20,0.9948165
Locality,2018 Q4,Virginia Beach City,1617,260000,37,0.987952
Locality,2018 Q4,Prince William County,1563,350000,23,1
Locality,2018 Q4,Loudoun County,1466,485000,17,1
Locality,2018 Q4,Chesterfield County,1407,259000,18,1
Locality,2018 Q4,Henrico County,1195,248000,15,1
Locality,2018 Q4,Chesapeake City,997,272000,31,1
Locality,2018 Q4,Arlington County,727,550000,17,0.994992
Locality,2018 Q4,Norfolk City,720,199000,37,1
Locality,2018 Q4,Alexandria City,703,532900,21,0.996622
Locality,2018 Q4,Richmond City,690,215000,13,0.998278
Locality,2018 Q4,Stafford County,533,337900,29,1
Locality,2018 Q4,Newport News City,527,179503,44,0.987055
Locality,2018 Q4,Spotsylvania County,510,275549.5,29,0.9924635
Locality,2018 Q4,Hampton City,481,172900,41,0.997721
Locality,2018 Q4,Portsmouth City,435,154900,48,0.994106
Locality,2018 Q4,Suffolk City,411,258500,42,1
Locality,2018 Q4,Albemarle County,379,395000,20,0.993998
Locality,2018 Q4,James City County,357,318125,46,0.985945
Locality,2018 Q4,Frederick County,354,254950,20,1
Locality,2018 Q4,Hanover County,346,286500,27.5,1
Locality,2018 Q4,Roanoke County,345,195000,30,0.981113
Locality,2018 Q4,Roanoke City,312,130000,30,0.9780675
Locality,2018 Q4,Bedford County,301,235000,42,0.984387
Locality,2018 Q4,Lynchburg City,228,158950,32,0.9813975
Locality,2018 Q4,Montgomery County,227,211000,19,0.984779
Locality,2018 Q4,York County,223,289600,29,0.991379
Locality,2018 Q4,Fauquier County,205,384900,36,0.990502
Locality,2018 Q4,Augusta County,203,215000,31,0.988372
Locality,2018 Q4,Rockingham County,200,214950,38.5,0.986754
Locality,2018 Q4,Louisa County,186,229950,38.5,0.99404
Locality,2018 Q4,Shenandoah County,165,199900,45,0.98049
Locality,2018 Q4,Warren County,160,239950,40,0.997113
Locality,2018 Q4,Franklin County,154,219500,62,0.9701955
Locality,2018 Q4,Orange County,149,240000,45,0.981132
Locality,2018 Q4,Manassas City,146,304500,22,0.995369
Locality,2018 Q4,Gloucester County,143,230000,63,0.981413
Locality,2018 Q4,Accomack County,138,151000,114.5,0.9519055
Locality,2018 Q4,Culpeper County,138,300000,39,0.99403300000000006
Locality,2018 Q4,Botetourt County,127,231950,41,0.975952
Locality,2018 Q4,Campbell County,125,179950,31,0.996785
Locality,2018 Q4,Caroline County,118,209987.5,29.5,0.9911585
Locality,2018 Q4,Isle of Wight County,117,311000,39,0.989457
Locality,2018 Q4,Charlottesville City,113,344000,18,0.986486
Locality,2018 Q4,New Kent County,112,278605,17,1
Locality,2018 Q4,Westmoreland County,111,192770,87,0.973333
Locality,2018 Q4,Fluvanna County,110,225000,52,0.993548
Locality,2018 Q4,Danville City,108,102450,86,0.943963
Locality,2018 Q4,Harrisonburg City,106,185000,26,0.986862
Locality,2018 Q4,Pulaski County,104,132000,36,0.974197
Locality,2018 Q4,Fairfax City,99,529000,27,0.988506
Locality,2018 Q4,Carroll County,98,119250,94.5,0.964743
Locality,2018 Q4,Powhatan County,96,295724,28,0.991754
Locality,2018 Q4,Staunton City,96,160000,21,0.9923855
Locality,2018 Q4,Nelson County,92,229100,91,0.948387
Locality,2018 Q4,Goochland County,91,475000,18,0.987124
Locality,2018 Q4,Washington County,89,145000,80,0.957979
Locality,2018 Q4,Greene County,88,252635,18,0.99999
Locality,2018 Q4,Amherst County,88,155000,34.5,0.979605
Locality,2018 Q4,Henry County,87,117000,93,0.959916
Locality,2018 Q4,Waynesboro City,82,170950,19,0.9869305
Locality,2018 Q4,Prince George County,82,202450,25,0.9882125
Locality,2018 Q4,Hopewell City,81,112500,41,0.975305
Locality,2018 Q4,Petersburg City,76,90950,30.5,0.966451
Locality,2018 Q4,Wythe County,75,137500,140,0.951302
Locality,2018 Q4,King William County,73,199000,25,0.986972
Locality,2018 Q4,King George County,73,278700,40,0.997096
Locality,2018 Q4,Winchester City,69,222000,24,0.969991
Locality,2018 Q4,Salem City,69,163000,35,0.987879
Locality,2018 Q4,Lancaster County,67,219500,156,0.954887
Locality,2018 Q4,Rockbridge County,65,186000,86,0.950317
Locality,2018 Q4,Pittsylvania County,65,115000,144,0.943239
Locality,2018 Q4,Dinwiddie County,64,161000,25.5,1
Locality,2018 Q4,Fredericksburg City,64,327450,32.5,0.9822055
Locality,2018 Q4,Northampton County,64,288000,113,0.9696125
Locality,2018 Q4,Northumberland County,61,279000,117,0.951586
Locality,2018 Q4,Colonial Heights City,60,162775,29,0.9864905
Locality,2018 Q4,Halifax County,60,80750,106,0.9486545
Locality,2018 Q4,Page County,57,168000,58,0.959048
Locality,2018 Q4,Appomattox County,55,185000,96,0.977273
Locality,2018 Q4,Falls Church City,53,849000,12,1
Locality,2018 Q4,Mecklenburg County,51,151000,103,0.925
Locality,2018 Q4,Smyth County,51,101500,103,0.957354
Locality,2018 Q4,Martinsville City,49,80000,125,0.950943
Locality,2018 Q4,Williamsburg City,47,320000,45,0.979592
Locality,2018 Q4,Middlesex County,47,265000,95,0.958702
Locality,2018 Q4,Tazewell County,47,94000,117,0.939597
Locality,2018 Q4,Buckingham County,47,129900,50,0.951515
Locality,2018 Q4,Manassas Park City,44,301000,12,1
Locality,2018 Q4,Floyd County,41,156000,71,0.96729
Locality,2018 Q4,Clarke County,41,415500,45,0.970194
Locality,2018 Q4,Essex County,37,170000,45,0.967036
Locality,2018 Q4,Prince Edward County,37,150030,98,0.96856
Locality,2018 Q4,Patrick County,37,95000,143,0.939798
Locality,2018 Q4,Poquoson City,36,310000,52,0.988207
Locality,2018 Q4,Mathews County,35,184900,107,0.939698
Locality,2018 Q4,Grayson County,35,150000,125,0.944255
Locality,2018 Q4,Madison County,33,245000,17,0.972225
Locality,2018 Q4,Radford City,32,155250,19.5,0.977595
Locality,2018 Q4,Giles County,32,136750,20.5,0.98524
Locality,2018 Q4,Amelia County,28,212500,49,0.999333
Locality,2018 Q4,Cumberland County,28,169950,60,0.980376
Locality,2018 Q4,Russell County,27,155000,156,0.956422
Locality,2018 Q4,Alleghany County,26,83000,34.5,0.96689
Locality,2018 Q4,Galax City,26,128750,146,0.968013
Locality,2018 Q4,Southampton County,25,135000,56,0.966348
Locality,2018 Q4,Nottoway County,23,125000,63,0.969697
Locality,2018 Q4,Rappahannock County,22,355000,20,0.956032
Locality,2018 Q4,Franklin City,21,187500,44,0.995159
Locality,2018 Q4,Sussex County,20,149950,63.5,0.979739
Locality,2018 Q4,Lunenburg County,20,134000,81,0.970112
Locality,2018 Q4,Lexington City,19,159000,107,0.956284
Locality,2018 Q4,Craig County,14,154000,42,0.96129
Locality,2018 Q4,Charlotte County,14,80005,88,0.9081005
Locality,2018 Q4,Buena Vista City,14,93750,77.5,0.897359
Locality,2018 Q4,Buchanan County,13,100000,103,0.965517
Locality,2018 Q4,King and Queen County,13,138000,33,0.983661
Locality,2018 Q4,Richmond County,13,200000,128,0.953289
Locality,2018 Q4,Surry County,12,152500,91,0.9803645
Locality,2018 Q4,Bristol City,11,105000,70,0.982318
Locality,2018 Q4,Bedford City,11,135000,21,1
Locality,2018 Q4,Covington City,9,27000,101,0.937785
Locality,2018 Q4,Bath County,9,195000,40,0.964975
Locality,2018 Q4,Charles City County,8,152500,66.5,0.97030400000000006
Locality,2018 Q4,Brunswick County,7,89000,43,0.93985
Locality,2018 Q4,Bland County,5,119731,77,0.926646
Locality,2018 Q4,Wise County,4,76148.5,65.5,0.943033
Locality,2018 Q4,Highland County,3,144900,79,0.945946
Locality,2018 Q4,Emporia City,1,142000,168,1.015011
Locality,2018 Q4,Dickenson County,1,110000,66,0.960741
Locality,2018 Q4,Norton City,1,86000,157,0.92973
Locality,2018 Q4,Greensville County,1,28201,57,0.940033
State,2018 Q4,Virginia,27369,279000,29,0.992095
Locality,2019 Q1,Fairfax County,2958,510000,10,1
Locality,2019 Q1,Virginia Beach City,1557,256000,35,0.989137
Locality,2019 Q1,Prince William County,1416,370000,19,1
Locality,2019 Q1,Chesterfield County,1235,255000,21,1
Locality,2019 Q1,Loudoun County,1231,480000,10,1
Locality,2019 Q1,Chesapeake City,920,264900,32.5,1
Locality,2019 Q1,Henrico County,903,245000,17,0.999416
Locality,2019 Q1,Norfolk City,680,206000,39,0.9970235
Locality,2019 Q1,Richmond City,636,236425,15,1
Locality,2019 Q1,Arlington County,576,593500,9,1
Locality,2019 Q1,Alexandria City,540,500000,9,1
Locality,2019 Q1,Stafford County,505,335000,32,1
Locality,2019 Q1,Newport News City,488,178950,43,0.993483
Locality,2019 Q1,Hampton City,485,168500,49,0.999725
Locality,2019 Q1,Spotsylvania County,437,279000,33,0.994764
Locality,2019 Q1,Portsmouth City,362,165000,47,0.995081
Locality,2019 Q1,Suffolk City,359,249900,41,1
Locality,2019 Q1,James City County,337,290000,52,0.987013
Locality,2019 Q1,Hanover County,330,300000,25,0.994531
Locality,2019 Q1,Frederick County,316,261000,27.5,0.9885865
Locality,2019 Q1,Albemarle County,310,339500,20.5,0.99328
Locality,2019 Q1,Roanoke County,293,199950,29,0.981557
Locality,2019 Q1,Roanoke City,278,118675,27.5,0.9888555
Locality,2019 Q1,Bedford County,275,227500,64,0.980392
Locality,2019 Q1,York County,215,289390,42,0.99
Locality,2019 Q1,Fauquier County,208,377250,32,1
Locality,2019 Q1,Lynchburg City,202,146500,46.5,0.9841485
Locality,2019 Q1,Montgomery County,184,223250,12,1
Locality,2019 Q1,Rockingham County,156,230500,48.5,0.983974
Locality,2019 Q1,Franklin County,148,235300,87,0.9658215
Locality,2019 Q1,Shenandoah County,144,185000,52.5,0.981589
Locality,2019 Q1,Augusta County,139,218000,42,0.981333
Locality,2019 Q1,Culpeper County,133,315000,44,1
Locality,2019 Q1,Orange County,131,252000,40,0.991447
Locality,2019 Q1,Louisa County,127,221950,48,0.991751
Locality,2019 Q1,Warren County,124,239450,36.5,0.984845
Locality,2019 Q1,Isle of Wight County,121,252000,41,0.997352
Locality,2019 Q1,Caroline County,119,205000,54,1
Locality,2019 Q1,Manassas City,117,324000,21,1
Locality,2019 Q1,Campbell County,111,167000,42,0.977702
Locality,2019 Q1,Gloucester County,110,217500,47.5,0.991953
Locality,2019 Q1,Fluvanna County,98,208555,39,0.9936395
Locality,2019 Q1,Charlottesville City,97,350000,12,0.986637
Locality,2019 Q1,Waynesboro City,87,165000,17,0.989655
Locality,2019 Q1,Danville City,87,83900,121,0.95979
Locality,2019 Q1,Powhatan County,86,283363,33.5,0.988821
Locality,2019 Q1,King George County,85,276000,36,0.990244
Locality,2019 Q1,Botetourt County,84,247000,33,0.9793025
Locality,2019 Q1,Hopewell City,82,125000,42,0.9942185
Locality,2019 Q1,Washington County,81,171500,107,0.954774
Locality,2019 Q1,New Kent County,79,278480,41,1
Locality,2019 Q1,Staunton City,79,183000,26,0.993996
Locality,2019 Q1,Accomack County,76,174500,152.5,0.9448605
Locality,2019 Q1,Pulaski County,76,124750,43,0.976276
Locality,2019 Q1,Fairfax City,75,540000,20,1
Locality,2019 Q1,Goochland County,73,395000,37,0.977495
Locality,2019 Q1,Westmoreland County,71,190500,83,0.976121
Locality,2019 Q1,Greene County,70,269537.5,20,0.995191
Locality,2019 Q1,Harrisonburg City,70,181000,18.5,0.9786815
Locality,2019 Q1,Petersburg City,68,100500,27.5,0.9576315
Locality,2019 Q1,Prince George County,67,219000,33,1
Locality,2019 Q1,Colonial Heights City,66,179500,35.5,0.987088
Locality,2019 Q1,Amherst County,64,169950,60.5,0.982621
Locality,2019 Q1,Fredericksburg City,64,289146.5,25,0.988344
Locality,2019 Q1,Henry County,64,94500,105,0.9528615
Locality,2019 Q1,Carroll County,63,125000,135,0.945946
Locality,2019 Q1,Nelson County,62,190000,81.5,0.9561235
Locality,2019 Q1,Salem City,59,169000,21,0.985147
Locality,2019 Q1,Manassas Park City,57,278000,25,1
Locality,2019 Q1,King William County,56,212000,33,0.9899195
Locality,2019 Q1,Dinwiddie County,56,169975,27,0.992617
Locality,2019 Q1,Pittsylvania County,56,117500,127.5,0.9572315
Locality,2019 Q1,Wythe County,56,149000,153.5,0.9544155
Locality,2019 Q1,Northumberland County,55,261250,147,0.963391
Locality,2019 Q1,Prince Edward County,50,184000,116,0.978568
Locality,2019 Q1,Winchester City,50,205000,30.5,0.991498
Locality,2019 Q1,Martinsville City,49,62500,148,0.912409
Locality,2019 Q1,Lancaster County,43,225000,112,0.92381
Locality,2019 Q1,Page County,41,170000,72,0.97116
Locality,2019 Q1,Rockbridge County,41,214000,191,0.943953
Locality,2019 Q1,Appomattox County,41,149900,108,0.986505
Locality,2019 Q1,Middlesex County,41,243500,89,0.963636
Locality,2019 Q1,Smyth County,41,89900,119,0.950317
Locality,2019 Q1,Essex County,37,160000,91,0.993526
Locality,2019 Q1,Halifax County,37,85000,87,0.965854
Locality,2019 Q1,Southampton County,37,160000,58,0.977354
Locality,2019 Q1,Mecklenburg County,37,134000,107,0.917647
Locality,2019 Q1,Nottoway County,35,124000,93,0.950475
Locality,2019 Q1,Poquoson City,33,234900,52,0.978788
Locality,2019 Q1,Clarke County,33,389000,79,0.975848
Locality,2019 Q1,Falls Church City,31,790000,13,1
Locality,2019 Q1,Buckingham County,31,157500,83,0.973913
Locality,2019 Q1,Williamsburg City,30,227000,45,0.963795
Locality,2019 Q1,Northampton County,30,233000,167,0.960851
Locality,2019 Q1,Giles County,30,132500,53.5,0.964823
Locality,2019 Q1,Amelia County,30,199750,16.5,0.998099
Locality,2019 Q1,Patrick County,29,140000,247,0.929825
Locality,2019 Q1,Cumberland County,29,164900,49,0.980196
Locality,2019 Q1,Mathews County,29,404000,123,0.962142
Locality,2019 Q1,Madison County,28,264750,33,0.973791
Locality,2019 Q1,Tazewell County,28,98750,141.5,0.9111505
Locality,2019 Q1,Radford City,26,154250,57.5,0.9841355
Locality,2019 Q1,Lunenburg County,24,118475,99,0.943308
Locality,2019 Q1,Alleghany County,24,80100,74.5,0.959412
Locality,2019 Q1,Floyd County,23,187500,58,0.947896
Locality,2019 Q1,Rappahannock County,19,380000,103,0.955752
Locality,2019 Q1,Franklin City,18,144450,44,0.97925
Locality,2019 Q1,Russell County,18,97500,155.5,0.8626845
Locality,2019 Q1,Charlotte County,16,125500,119.5,0.9069465
Locality,2019 Q1,Richmond County,16,181500,116.5,0.952381
Locality,2019 Q1,Sussex County,15,135000,41,0.961703
Locality,2019 Q1,King and Queen County,14,144863.5,41.5,0.997143
Locality,2019 Q1,Galax City,13,107000,145,0.974903
Locality,2019 Q1,Bristol City,13,155000,71,0.969816
Locality,2019 Q1,Buena Vista City,13,86000,41,0.990476
Locality,2019 Q1,Grayson County,12,115000,204,0.895234
Locality,2019 Q1,Craig County,10,141875,59,0.982549
Locality,2019 Q1,Lexington City,9,230000,42,0.939048
Locality,2019 Q1,Surry County,9,172900,93,0.981818
Locality,2019 Q1,Buchanan County,9,60000,186,0.941884
Locality,2019 Q1,Bath County,9,87000,178,0.960784
Locality,2019 Q1,Covington City,8,151050,35,0.960767
Locality,2019 Q1,Brunswick County,8,106500,166,0.908485
Locality,2019 Q1,Bedford City,7,125000,6,1.006716
Locality,2019 Q1,Bland County,7,108000,222,0.913838
Locality,2019 Q1,Wise County,4,130000,292,0.927904
Locality,2019 Q1,Charles City County,4,166750,26,1
Locality,2019 Q1,Highland County,3,225000,62,0.921053
Locality,2019 Q1,Dickenson County,1,94500,264,1
Locality,2019 Q1,Greensville County,1,50805,277,0.92541
State,2019 Q1,Virginia,23609,277000,28,0.99609
Locality,2019 Q2,Fairfax County,5316,557000,6,1
Locality,2019 Q2,Prince William County,2409,389500,8,1
Locality,2019 Q2,Virginia Beach City,2254,275000,23,1
Locality,2019 Q2,Loudoun County,2203,510000,6,1
Locality,2019 Q2,Chesterfield County,1993,275000,8,1
Locality,2019 Q2,Henrico County,1498,264975,7,1
Locality,2019 Q2,Chesapeake City,1325,303500,22,1
Locality,2019 Q2,Norfolk City,1021,216900,29,1
Locality,2019 Q2,Richmond City,968,260000,8,1
Locality,2019 Q2,Arlington County,871,618500,6,1
Locality,2019 Q2,Stafford County,851,365000,14,1
Locality,2019 Q2,Alexandria City,796,536000,6,1
Locality,2019 Q2,Spotsylvania County,717,291000,12,1
Locality,2019 Q2,Hampton City,656,184950,32,1
Locality,2019 Q2,Newport News City,654,187000,27,1
