"Year","Quarter","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit"
"","2","Middle 40%","","0.7992458333333333","22286605814262.285","0.24542247015399532","0.03572438007870545","309952.90408018586"
"","3","Middle 40%","","0.8016279533333334","21949369694734.25","0.24646808919094382","0.017528844497249736","304507.67250773025"
"","4","Middle 40%","","0.8015515999999999","22294370500719.27","0.24767048043403175","0.031170394897800408","308590.0695663817"
"","1","Middle 40%","","0.8009102533333333","22772843557885.285","0.247943916647692","0.05000120771961107","314225.4154485237"
"","2","Middle 40%","","0.8065680466666666","22981945623935.38","0.248354940998477","0.05590029956362315","315990.7892136448"
"","3","Middle 40%","","0.8088052266666667","23437692069423.875","0.24872949564097374","0.07354939461472682","321272.49192403303"
"","4","Middle 40%","","0.8130657500000001","23611837062224.2","0.24913178857963833","0.07845872736365948","322741.66844618076"
"","1","Middle 40%","","0.8172728600000001","24092843272179.77","0.24953082945932759","0.1010959712486364","329516.1343344771"
"","2","Middle 40%","","0.8198154333333334","24607897298389.297","0.24994894091073372","0.12734251616006817","337370.726708513"
"","3","Middle 40%","","0.82393084","25062161234008.09","0.25079395120543524","0.151543124634578","344613.04814214754"
"","4","Middle 40%","","0.82960395","25686338634997.168","0.25070773889628406","0.1839159813078706","354301.01255841064"
"","1","Middle 40%","","0.83469667","25999480677605.113","0.25072266417294065","0.19780746257680093","358458.2044176515"
"","2","Middle 40%","","0.8418586833333334","26026170003035.55","0.25056839290360466","0.1965200256717398","358072.9235309417"
"","3","Middle 40%","","0.8446913933333334","26532773798389.08","0.24957562525331656","0.21779357876213012","364439.28864437994"
"","4","Middle 40%","","0.8485319800000001","25692202123677.145","0.25053926984806746","0.17738480524924838","352346.4800347338"
"","1","Middle 40%","","0.8518151433333333","26234001061049.375","0.2503690284554483","0.2009527587210181","359399.4718946401"
"","2","Middle 40%","","0.8565643000000001","27296901820365.297","0.2502501520416977","0.24848090119661762","373622.83678707364"
